id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max,Teff,Tefff,Radius,Mass
70666,70890,,,Gl 551,,Proxima Centauri,14.495985,-62.679485,1.2959,-3775.64,768.16,-16,11.01,15.447,M5Ve,1.807,-0.472264,-0.361451,-1.151219,-0.00001186,0.00002079,0.00001675,3.795039917,-1.093963385,-1.83E-05,3.72E-06,,,Cen,1,70666,,5.77E-05,V645,11.079,10.939,3383.441193,3383.441193,0.022144984,0.061504568
71453,71681,128621,5460,Gl 559B,Alp2Cen,,14.660346,-60.8383,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495181,-0.413973,-1.156674,-0.00000722,0.00002476,0.00002491,3.838069571,-1.061828649,-1.78E-05,0.000002336,Alp-2,,Cen,2,71456,Gl 559,0.440960817,,,,4996.415833,4996.415833,0.887743668,0.791407206
71456,71683,128620,5459,Gl 559A,Alp1Cen,Rigil Kentaurus,14.660765,-60.833976,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495203,-0.414084,-1.156625,-0.00000722,0.00002476,0.00002491,3.838179212,-1.061753176,-1.78E-05,0.000002336,Alp-1,,Cen,1,71456,Gl 559,1.543121066,,0.113,-0.087,5567.728737,5567.728737,1.33736083,1.13195346
87665,87937,,,Gl 699,,Barnard's Star,17.963472,4.693388,1.8238,-797.84,9999.99,-111,9.54,13.235,sdM4,1.57,-0.017373,-1.816613,0.149123,-0.00000591,0.0001204,0.00007888,4.702826032,0.081915079,-0.000003868,5.01E-05,,,Oph,1,87665,,0.000442588,V2500,9.59,9.49,3691.168543,3691.168543,0.051531977,0.11008146
118720,,,,Gl 406,,,10.941484,7.01532,2.3906,-3822.95,-2716.83,13,13.45,16.557,M6,2,-2.282811,0.649334,0.292057,-0.00000433,0.00004728,-0.00002961,2.864473687,0.122440437,-1.85E-05,-1.32E-05,,,,1,118720,,2.08E-05,,,,3169.353727,3169.353727,0.015152873,0.045951936
53879,54035,95735,,Gl 411,,Lalande 21185,11.055632,35.969877,2.5469,-580.2,-4767.09,-84.3,7.49,10.46,M2V,1.502,-1.998,0.504305,1.495504,0.00003587,-0.00000166,-0.00009828,2.894357577,0.627792793,-2.81E-06,-2.31E-05,,,UMa,1,53879,,0.005701643,,,,3790.500746,3790.500746,0.175392724,0.228484713
118079,,,,Gl 65A,,,1.650199,-17.949782,2.6267,3312.95,560.34,29,12.57,15.473,dM5.5e,1.85,2.270499,1.04697,-0.809963,0.00001,0.00005104,-0.00000236,0.432021069,-0.313282798,1.61E-05,2.72E-06,,,,1,118079,Gl  65,5.63E-05,,,,3333.196615,3333.196615,0.022539126,0.061074447
118080,,,,Gl 65B,,,1.650199,-17.949782,2.6267,3312.95,560.34,32,12.7,15.603,dM5.5e,,2.270631,1.047031,-0.81001,0.00001265,0.00005226,-0.0000033,0.432021069,-0.313282798,1.61E-05,2.72E-06,,,,2,118079,Gl  65,5.00E-05,,,,10125.23719,0,0,0.05903836
32263,32349,48915,2491,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494323,2.476731,-0.758485,0.00000953,-0.00001207,-0.00001221,1.76779537,-0.291751259,-2.65E-06,-5.93E-06,Alp,9,CMa,1,32263,Gl 244,22.82443312,,-1.333,-1.523,10014.34336,10014.34336,1.589863282,2.444073632
118441,,,,Gl 244B,,,6.752559,-16.71524,2.6371,-543.2,-1203.05,0,8.44,11.334,DA2,-0.03,-0.494379,2.476814,-0.75847,0.00000768,-0.00000297,-0.00001473,1.767815846,-0.291735967,-2.63E-06,-5.83E-06,,,CMa,2,32263,Gl 244,0.002549177,,,,10515.56178,10515.56178,0.015238414,0.181539622
92115,92403,,,Gl 729,,,18.830369,-23.836232,2.9698,637.55,-192.47,-12.1,10.37,13.006,M3.5Ve,1.51,0.585883,-2.652454,-1.200123,0.00000628,0.00001413,0.00000247,4.92977903,-0.416020736,3.09E-06,-9.33E-07,,,Sgr,1,92115,,0.000546512,V1216,10.408,10.338,3778.527101,3778.527101,0.054646142,0.116919145
119585,,,,Gl 905,,,23.698379,44.174924,3.1686,84.26,-1607.79,-77.7,12.29,14.786,dM6  e,1.9,2.262649,-0.179022,2.205274,-0.00003953,0.00000443,-0.0000731,6.204221151,0.770997876,4.09E-07,-7.79E-06,,,,1,119585,,0.000106072,,,,3276.674296,3276.674296,0.032013899,0.073190946
16496,16537,22049,1084,Gl 144,18Eps Eri,,3.548848,-9.458262,3.2161,-976.44,17.97,16.9,3.72,6.183,K2V,0.881,1.89897,2.541426,-0.528523,0.00002243,0.00000458,-0.00000256,0.929086175,-0.165077816,-4.73E-06,8.71E-08,Eps,18,Eri,1,16496,,0.292954383,Eps,3.735,3.715,5047.903627,5047.903627,0.708896162,0.704136963
113687,114046,217987,,Gl 887,,Lacaille 9352,23.097531,-35.853073,3.2759,6767.26,1326.66,9.5,7.35,9.773,M2/M3V,1.483,2.581532,-0.621353,-1.918773,0.00004484,0.00009974,0.00001138,6.046919538,-0.625754163,3.28E-05,6.43E-06,,,PsA,1,113687,,0.010734949,,,,3819.256869,3819.256869,0.237053838,0.273760903
57375,57548,,,Gl 447,,,11.795666,0.804563,3.3553,605.62,-1219.23,-31.1,11.12,13.491,M4.5V,1.746,-3.349892,0.179372,0.047111,0.00003095,-0.00001152,-0.00002028,3.088098042,0.014042269,2.94E-06,-0.000005911,,,Vir,1,57375,,0.000349623,,11.171,11.041,3457.464837,3457.464837,0.052202246,0.102909897
119518,,,,Gl 866A,,,22.642562,-15.302542,3.3979,2361.37,2233.03,-60,12.66,15.004,M5  e,1.98,3.069893,-1.139264,-0.895949,-0.0000328,0.00005369,0.0000517,5.927808781,-0.267079749,1.14E-05,1.08E-05,,,,1,119518,Gl 866,8.68E-05,,,,3190.234928,3190.234928,0.030550566,0.069115756
91487,91772,173740,,Gl 725B,,,18.713249,59.626847,3.4545,-1393.2,1845.73,1.2,9.7,12.008,K5,1.561,0.324167,-1.716358,2.980381,-0.00002776,0.00002126,0.00001669,4.899117171,1.040684797,-6.75E-06,8.95E-06,,,Dra,2,91484,Gl 725,0.001370251,,,,3704.004116,3704.004116,0.090045472,0.15203476
103879,104214,201091,8085,Gl 820A,61    Cyg,,21.114794,38.749415,3.4865,4155.1,3258.9,-64.8,5.2,7.488,K5V,1.069,1.979356,-1.863636,2.181892,-0.00001456,0.0001102,0.00000149,5.527840164,0.67630488,2.01E-05,1.58E-05,,61,Cyg,1,103879,Gl 820,0.088064323,V1803,5.682,5.002,4582.952465,4582.952465,0.471535104,0.49947561
118493,,,,Gl 280B,,,7.655006,5.226824,3.4974,-702.34,-1021.92,0,10.7,12.981,DA,,-1.462274,3.161021,0.31861,0.00001014,0.00000644,-0.00001725,2.00407593,0.091225282,-0.000003405,-4.95E-06,,,CMi,2,37173,Gl 280,0.000559242,,,,10125.23719,0,0,0.117690876
103883,104217,201092,8086,Gl 820B,61    Cyg,,21.115163,38.742055,3.498,4107.4,3143.72,-64.3,6.05,8.331,K7V,1.309,1.986273,-1.869789,2.188742,-0.00001387,0.00010874,0.00000044,5.527936855,0.676176415,1.99E-05,1.52E-05,,61,Cyg,2,103879,Gl 820,0.040513522,,,,4105.41207,4105.41207,0.39855772,0.400102651
37173,37279,61421,2943,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4,0.4,2.671,F5IV-V,0.432,-1.469312,3.17617,0.320024,0.00001212,0.00000289,-0.00001792,2.004083041,0.091193332,-0.000003474,-5.02E-06,Alp,10,CMi,1,37173,Gl 280,7.440463662,,,,6714.300869,6714.300869,2.019310664,1.774306205
117979,,,,Gl 15B,,,0.30516,44.023502,3.568,2880.25,415.05,11.3,11.06,13.298,M6 Ve,1.79,2.557764,0.20548,2.479994,-0.00000063,0.00004993,0.00001319,0.079890711,0.768355054,1.40E-05,2.01E-06,,,And,2,1472,Gl  15,0.000417638,,,,3403.739628,3403.739628,0.058869734,0.108271533
91484,91768,173739,,Gl 725A,,,18.713179,59.630396,3.5691,-1326.88,1802.12,-0.8,8.94,11.177,K5,1.504,0.334856,-1.773105,3.079349,-0.00002763,0.00002258,0.00001506,4.899098725,1.040746744,-6.43E-06,8.74E-06,,,Dra,1,91484,Gl 725,0.002945778,,9.149,8.809,3787.499946,3787.499946,0.126269794,0.189197019
1472,1475,1326,,Gl 15A,,,0.306174,44.022954,3.5873,2888.92,410.58,12,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,-0.00000017,0.00005039,0.00001366,0.080156205,0.76834549,1.40E-05,1.99E-06,,,And,1,1472,Gl  15,0.006510285,GX,8.125,8.065,3705.436013,3705.436013,0.196121903,0.237309042
108526,108870,209100,8387,Gl 845,Eps Ind,,22.055486,-56.785977,3.6224,3959.97,-2538.84,-40.4,4.69,6.895,K5V,1.056,1.732589,-0.966715,-3.030307,-0.00001843,0.00008993,0.00001014,5.774112724,-0.991102263,1.92E-05,-1.23E-05,Eps,,Ind,1,108526,,0.152054753,,,,4612.184893,4612.184893,0.611774425,0.583829068
118541,,,,GJ 1111,,,8.497244,26.778532,3.6258,-1141.11,-601.64,-5,14.81,17.013,M6.5,2.06,-1.968452,2.569351,1.633464,0.0000158,0.00001236,-0.00001174,2.22457321,0.467373555,-5.53E-06,-2.92E-06,,,,1,118541,,1.36E-05,,,,3108.364163,3108.364163,0.012738269,0.040698888
8087,8102,10700,509,Gl 71,52Tau Cet,,1.734479,-15.93748,3.6502,-1721.82,854.07,-17,3.49,5.678,G8V,0.727,3.154083,1.539508,-1.00226,0.00000207,-0.00003289,0.00001931,0.45408544,-0.278161501,-8.35E-06,4.14E-06,Tau,52,Cet,1,8087,,0.466444525,,,,5510.979622,5510.979622,0.750493828,0.804213628
5632,5643,,,Gl 54.1,,,1.208502,-16.998967,3.6899,1210.09,646.95,28,12.1,14.265,M5.5Ve,1.85,3.353772,1.097975,-1.078832,0.00002251,0.00003014,0.00000269,0.316385149,-0.296687946,5.87E-06,3.14E-06,,,Cet,1,5632,,0.000171396,YZ,12.201,12.001,3333.196615,3333.196615,0.039326311,0.083946036
82472,82724,,,,,,16.908863,-62.399734,3.6964,294.47,205.48,0,11.85,14.011,Mp,1.729,-0.482554,-1.64315,-3.275755,0.00000414,-0.00000462,0.00000171,4.426729957,-1.089080812,1.43E-06,9.96E-07,,,Ara,1,82472,,0.000216571,,,,3478.695082,3478.695082,0.040585618,0.089748801
36107,36208,,,Gl 273,,Luyten's Star,7.456805,5.225785,3.8026,571.27,-3694.25,18.2,9.84,11.94,M5,1.573,-1.409549,3.514856,0.346358,-0.00001899,0.00001905,-0.00006612,1.952186962,0.091207158,2.77E-06,-1.79E-05,,,CMi,1,36107,,0.001458814,,,,3686.910509,3686.910509,0.093773366,0.154779794
24129,24186,33793,,Gl 191,,Kapteyn's Star,5.194169,-45.018417,3.9114,6506.05,-5731.39,245.5,8.86,10.898,M0V,1.543,0.578997,2.705174,-2.76822,-0.00009951,0.0001243,-0.00025439,1.359830239,-0.785719603,3.15E-05,-2.78E-05,,,Pic,1,24129,,0.003808904,VZ,9.148,8.828,3729.955343,3729.955343,0.148046275,0.203610424
104751,105090,202560,,Gl 825,,Lacaille 8760,21.287725,-38.867362,3.9462,-3259,-1146.99,28.2,6.69,8.709,M1/M2V,1.397,2.330004,-2.003156,-2.476477,-0.00003405,-0.00005295,-0.00003518,5.573113374,-0.678363443,-1.58E-05,-5.56E-06,,,Mic,1,104751,,0.028602237,AX,6.707,6.667,3955.30862,3955.30862,0.360781271,0.362219168
110547,110893,239960,,Gl 860A,,Kruger 60,22.466642,57.695875,4.001,-870.23,-471.1,-33.3,9.59,11.579,M2V,1.613,1.968033,-0.83547,3.381486,-0.00001624,-0.00001144,-0.00003367,5.881753023,1.006982982,-0.000004219,-0.000002284,,,Cep,1,110547,Gl 860,0.00203423,DO,9.628,9.548,3631.095121,3631.095121,0.114164088,0.170204659
119505,,,,Gl 860B,,,22.467267,57.696623,4.0077,-854.68,-391.3,-31.7,11.3,13.286,M6 V,1.8,1.97065,-0.836546,3.386059,-0.00001651,-0.00001103,-0.00003147,5.881916687,1.006996043,-4.14E-06,-1.90E-06,,,Cep,2,110547,Gl 860,0.00042228,,,,3391.769011,3391.769011,0.059614575,0.108614013
72284,72511,,,Gl 563.2B,,,14.825751,-26.105704,4.034,-1389.7,135.76,44,11.72,13.691,M,1.48,-2.675893,-2.442217,-1.775248,-0.00004903,-0.00000796,-0.00001742,3.881372459,-0.455630483,-6.74E-06,6.58E-07,,,Hya,2,72283,Gl 563.2,0.000290804,,11.84,11.53,3823.838842,3823.838842,0.038922951,0.097633781
118428,,,,Gl 234B,,,6.489939,-2.812227,4.1171,702.48,-697.59,0,14.6,16.527,,,-0.526003,4.078362,-0.201997,-0.00001382,-0.00000247,-0.00001391,1.699062118,-0.049082624,3.41E-06,-0.000003382,,,,2,30847,Gl 234,2.13E-05,,,,10125.23719,0,0,0.046264867
30847,30920,,,Gl 234A,,,6.489833,-2.813979,4.1268,694.73,-618.62,16.7,11.12,13.042,M4.5Ve,1.69,-0.527146,4.088126,-0.202607,-0.00001589,0.00001454,-0.0000132,1.699034417,-0.049113198,3.37E-06,-3.00E-06,,,Mon,1,30847,Gl 234,0.000528689,V577,11.176,11.066,3528.434308,3528.434308,0.061636902,0.115816786
82473,82725,,,,,,16.908971,-62.403319,4.1465,254.79,173.56,0,11.72,13.632,,,-0.541199,-1.843027,-3.674755,0.00000404,-0.00000441,0.00000162,4.426758284,-1.089143388,1.24E-06,8.41E-07,,,Ara,1,82473,,0.000307044,,12.005,11.545,10125.23719,0,0,0.099161488
3820,3829,,,Gl 35,,Van Maanen's Star,0.819416,5.38861,4.2626,1233.05,-2710.56,54,12.37,14.222,DG,0.554,4.146957,0.903519,0.400348,0.00005345,0.00003772,-0.00005057,0.214522515,0.094048979,0.000005978,-1.31E-05,,,,1,3820,,0.00017832,,12.621,12.091,6153.698972,6153.698972,0.011768802,0.084901292
118236,,,,GJ 1061,,,3.599704,-44.511897,4.2918,727.33,-399.86,-20,13.03,14.867,M4.5,1.9,1.798507,2.475398,-3.00808,-0.00002425,-0.00000762,0.00000841,0.942400353,-0.776879156,3.53E-06,-1.94E-06,,,,1,118236,,9.84E-05,,,,3276.674296,3276.674296,0.030834417,0.071637671
80579,80824,,,Gl 628,,,16.505017,-12.662594,4.2922,-93.61,-1184.9,-13,10.1,11.937,M4,1.604,-1.597477,-3.871023,-0.940865,0.00000521,0.00001773,-0.00002114,4.321003265,-0.22100395,-4.54E-07,-5.74E-06,,,Oph,1,80579,,0.001462851,V2306,10.143,10.063,3643.500268,3643.500268,0.096153959,0.154902051
118830,,,,Gl 473A,,,12.554778,9.020714,4.3066,-1794.92,233.12,0,13.04,14.869,dM5.5eJ,1.83,-4.208555,-0.615564,0.675238,-0.00000468,0.00003719,0.00000481,3.286833112,0.157441165,-0.000008702,1.13E-06,,,,1,118830,Gl 473,9.83E-05,,,,3356.373216,3356.373216,0.029372506,0.071616862
118831,,,,Gl 473B,,,12.554778,9.020714,4.3066,-1794.92,233.12,0,13.3,15.129,M7,,-4.208555,-0.615564,0.675238,-0.00000468,0.00003719,0.00000481,3.286833112,0.157441165,-0.000008702,1.13E-06,,,,2,118830,Gl 473,7.73E-05,,,,10125.23719,0,0,0.066864275
442,439,225213,,Gl 1,,,0.089883,-37.357364,4.3399,5634.07,-2337.94,22.9,8.56,10.373,M2V,1.462,3.448844,0.081384,-2.633508,-0.00001398,0.00011824,-0.00005331,0.023531392,-0.652008993,2.73E-05,-1.13E-05,,,Scl,1,442,,0.006177319,,,,3851.572659,3851.572659,0.176818849,0.233776046
118583,,,,NN 3522,,,8.982236,8.475397,4.4643,322.61,-313.72,0,10.89,12.641,k,1.67,-3.107711,3.136747,0.657969,-0.00000566,-0.0000042,-0.00000672,2.351543863,0.147923578,1.56E-06,-0.000001521,,,Cnc,1,118583,,0.000764892,,,,3554.517282,3554.517282,0.073053922,0.128706368
118100,,,,Gl 83.1,,,2.003563,13.05304,4.4683,1113.71,-1768.54,-31,12.28,14.029,dM8  e,1.8,3.76629,2.179192,1.008821,-0.00003131,0.00000976,-0.00004449,0.524531584,0.227818533,5.40E-06,-8.57E-06,,,,1,118100,,0.00021301,,,,3391.769011,3391.769011,0.042340131,0.089324671
118704,,,,NN 3618,,,10.742414,-61.193586,4.4883,-340.24,1614.54,0,13.92,15.66,m,1.82,-2.046475,0.699423,-3.932885,-0.00002674,0.00001696,0.00001692,2.812357365,-1.068029559,-1.65E-06,7.83E-06,,,,1,118704,,4.74E-05,,,,3368.086761,3368.086761,0.020254772,0.058144427
118707,,,,NN 3622,,,10.803471,-11.336727,4.5249,601.06,-1525.88,-7,15.6,17.322,M6.5,2.1,-4.220385,1.367034,-0.889411,0.00000886,-0.00001673,-0.00003142,2.82834211,-0.197863208,0.000002914,-7.40E-06,,,,1,118707,,1.03E-05,,,,3069.027661,3069.027661,0.011371604,0.037592079
85899,86162,,,Gl 687,,,17.607283,68.339141,4.5282,-320.47,-1269.55,-23.2,9.15,10.87,M3.5Vvar,1.505,-0.171572,-1.662506,4.208248,-0.00000876,-0.00001633,-0.00003234,4.609575949,1.192743024,-1.55E-06,-0.000006155,,,Dra,1,85899,,0.003908409,,,,3786.001397,3786.001397,0.145560386,0.205116219
85264,85523,,,Gl 674,,,17.47772,-46.89519,4.5405,573.32,-879.84,-10.2,9.38,11.094,K5,1.553,-0.422874,-3.073668,-3.314975,0.0000154,0.00001935,-0.00000562,4.57565634,-0.818475472,2.78E-06,-4.27E-06,,,Ara,1,85264,,0.003179801,,,,3715.491566,3715.491566,0.136323945,0.193374847
57194,57367,,,Gl 440,,,11.761338,-64.841517,4.6081,2665.17,-346.83,0,11.5,13.182,DC:,0.196,-1.955207,0.122023,-4.170954,0.00000327,-0.00005986,-0.00000329,3.079111183,-1.131697965,1.29E-05,-1.68E-06,,,Mus,1,57194,,0.000464729,,11.575,11.405,8194.093023,8194.093023,0.010715263,0.111627543
63518,63721,113447,,,,,13.057957,25.797084,4.6164,-43.77,-16.46,-34,8.75,10.428,F3V,0.455,-3.997663,-1.136452,2.008857,0.00002969,0.00000946,-0.00001546,3.418565169,0.450244053,-2.12E-07,-7.98E-08,,,Com,1,63518,,0.005872189,,,,6600.284253,6600.284253,0.058705592,0.230416881
72283,72509,,,Gl 563.2A,,,14.825516,-26.111672,4.6583,-1421.6,-203.6,22,12.07,13.729,M,1.524,-3.089858,-2.819683,-2.050308,-0.00003507,0.00001146,-0.00001403,3.881310887,-0.455734657,-6.89E-06,-9.87E-07,,,,1,72283,Gl 563.2,0.000280802,,,,3757.761272,3757.761272,0.039604676,0.096662317
112660,113020,,,Gl 876,,,22.887977,-14.263701,4.6887,960.33,-675.64,-1.5,10.16,11.805,M5,1.597,4.352933,-1.304309,-1.155222,0.00000122,0.00002242,-0.00001451,5.992058277,-0.248948539,4.66E-06,-3.28E-06,,,Aqr,1,112660,,0.001651962,IL,10.202,10.102,3653.20966,3653.20966,0.101637873,0.160377291
117960,,,,GJ 1002,,,0.112155,-7.539302,4.6992,-816.71,-1869.38,-42,13.75,15.39,M5-5.5,1.98,4.65444,0.136696,-0.616283,-0.00004758,-0.00002002,-0.0000366,0.029362213,-0.131585649,-3.96E-06,-0.000009063,,,,1,117960,,6.08E-05,,,,3190.234928,3190.234928,0.02556885,0.062431105
119312,,,,GJ 1245A,,,19.898222,44.414534,4.717,438.31,-583.77,0,13.41,15.042,M5.5 V e,1.9,1.606452,-2.961705,3.301167,0.00001326,-0.00000344,-0.00000953,5.209342226,0.775179849,0.000002125,-2.83E-06,,,,1,119312,GJ 1245,8.38E-05,,,,3276.674296,3276.674296,0.028455105,0.068424649
119313,,,,GJ 1245B,,,19.8985,44.414552,4.717,438.31,-583.77,0,14.01,15.642,m,1.98,1.606668,-2.961587,3.301168,0.00001326,-0.00000344,-0.00000953,5.209415108,0.775180161,0.000002125,-2.83E-06,,,,2,119312,GJ 1245,0.000048217,,,,3190.234928,3190.234928,0.022769815,0.058429023
113750,114110,,,,,,23.11082,-14.872194,4.804,112.27,83.24,0,12.24,13.832,,,4.517834,-1.071109,-1.233013,0.00000109,0.00000243,0.00000187,6.050398607,-0.259568756,5.44E-07,4.04E-07,,,,1,113750,,0.000255388,,12.955,10.405,10125.23719,0,0,0.094077519
118727,,,,Gl 412B,,,11.093507,43.521487,4.8323,-4432.65,934.1,0,14.4,15.979,M6  e,2.09,-3.405436,0.825166,3.32765,0.00003895,0.00009743,0.00001587,2.904273264,0.759593249,-2.15E-05,4.53E-06,,,,2,54052,Gl 412,3.54E-05,,,,3078.765532,3078.765532,0.02094851,0.05349173
54052,54211,,,Gl 412A,,,11.091542,43.526777,4.848,-4410.79,943.32,68.8,8.82,10.392,M2Vvar,1.491,-3.416483,0.828486,3.33921,-0.00001034,0.00010916,0.00006453,2.903759032,0.759685575,-2.14E-05,4.57E-06,,,UMa,1,54052,Gl 412,0.006070158,WX,8.858,8.788,3807.093912,3807.093912,0.179397982,0.232610101
49767,49908,88230,,Gl 380,,,10.189602,49.454237,4.8731,-1361.55,-505,-25.4,6.6,8.161,K8V,1.326,-2.818415,1.445842,3.702832,0.00002164,0.00002505,-0.00002749,2.667631674,0.86313926,-0.000006601,-2.45E-06,,,UMa,1,49767,,0.047380539,,,,4075.494327,4075.494327,0.437365123,0.418408019
118676,,,,Gl 388,,,10.326843,19.870262,4.9044,-497.26,-52.26,12.3,9.4,10.947,M4.5Ve,1.54,-4.17747,1.956673,1.667178,-0.00000608,0.0000159,0.00000311,2.703561278,0.346801489,-2.41E-06,-2.53E-07,,,Leo,1,118676,,0.003640827,,,,3734.317309,3734.317309,0.14440503,0.20100183
106098,106440,204961,,Gl 832,,,21.559441,-49.009006,4.9537,-46.18,-818.01,4.1,8.66,10.185,M1V,1.521,2.608354,-1.937731,-3.739143,-0.00001036,0.00000631,-0.00001605,5.644248573,-0.85536852,-2.24E-07,-3.97E-06,,,Gru,1,106098,,0.007345139,,,,3762.191106,3762.191106,0.202079863,0.245632438
19799,19849,26965,1325,Gl 166A,40Omi2Eri,,4.254537,-7.652871,4.9845,-2239.33,-3419.86,-42.7,4.43,5.942,K1V,0.82,2.179524,4.432894,-0.66374,0.00002462,-0.00007258,-0.00007609,1.113835082,-0.133567789,-1.09E-05,-1.66E-05,Omi-2,40,Eri,1,19799,Gl 166,0.365763193,,,,5221.100154,5221.100154,0.74042434,0.750239628
1240,1242,,,GJ 1005A,,,0.257803,-16.133807,4.9868,728.18,-617.48,-29,11.49,13.001,M:,1.75,4.779241,0.32306,-1.385667,-0.00003375,0.00001536,-0.0000061,0.067492759,-0.281588059,3.53E-06,-2.99E-06,,,Cet,1,1240,GJ 1005,0.000549035,,11.558,11.378,3452.508366,3452.508366,0.065604748,0.117073109
118281,,26976,,Gl 166B,,,4.256188,-7.657504,5.0444,-2180.82,-3436.41,-21,9.52,11.006,DA4,0.03,2.203473,4.486451,-0.67203,0.00003361,-0.00005259,-0.00008045,1.114267348,-0.133648659,-1.06E-05,-1.67E-05,,,Eri,2,19799,Gl 166,0.00344826,,,,9765.803485,9765.803485,0.020548909,0.197905172
118282,,,,Gl 166C,,,4.256188,-7.657504,5.0444,-2180.82,-3436.41,-45.9,11.17,12.656,dM4.5e,1.67,2.202917,4.485319,-0.671861,0.00002249,-0.00007525,-0.00007708,1.114267348,-0.133648659,-1.06E-05,-1.67E-05,,,Eri,3,19799,Gl 166,0.000754397,,,,3554.517282,3554.517282,0.072551008,0.128199314
85951,86214,,,Gl 682,,,17.617729,-44.319215,5.0787,-710.11,-937.99,-60,10.94,12.411,M5,1.655,-0.363042,-3.615031,-3.547885,-0.0000114,0.00006148,0.00002635,4.612310785,-0.773516227,-3.44E-06,-4.55E-06,,,Sco,1,85951,,0.000945366,,11.004,10.884,3574.343152,3574.343152,0.08031788,0.136736893
88327,88601,165341,6752,Gl 702A,70    Oph,,18.090913,2.500099,5.0834,124.56,-962.66,-6.9,4.03,5.499,K0V SB,0.86,0.120862,-5.077062,0.221741,0.00000293,0.00000609,-0.00002401,4.736189846,0.043634967,6.04E-07,-4.67E-06,,70,Oph,1,88327,Gl 702,0.550047253,V2391,4.05,4.02,5106.136867,5106.136867,0.949335741,0.843001935
119198,,,,Gl 702B,,,18.09099,2.498264,5.086,252.27,-1101.48,-10,6,7.468,K5 Ve,1.15,0.121015,-5.079214,0.221672,0.000006,0.00000917,-0.00002758,4.736209987,0.043602941,0.000001223,-5.34E-06,,,Oph,2,88327,Gl 702,0.089701561,,,,4409.234032,4409.234032,0.514136497,0.502111306
112106,112460,,,Gl 873,,,22.780527,44.333991,5.1224,-704.66,-459.39,-0.5,10.29,11.743,M4.5Ve,1.54,3.478781,-1.15001,3.579733,0.00000173,-0.000019,-0.00000852,5.963927918,0.773774115,-3.42E-06,-2.23E-06,,,Lac,1,112106,,0.001749041,EV,10.386,10.206,3734.317309,3734.317309,0.100088065,0.163015375
97338,97649,187642,7557,Gl 768,53Alp Aql,Altair,19.846388,8.868322,5.1295,536.82,385.54,-26.1,0.76,2.21,A7IV-V,0.221,2.355468,-4.4873,0.790749,-0.00000112,0.00003087,0.00000536,5.195772106,0.154781417,2.60E-06,1.87E-06,Alp,53,Aql,1,97338,,11.37627286,Alp,0.803,0.753,8003.964554,8003.964554,1.757091678,2.003153756
118578,,,,GJ 1116A,,,8.970901,19.763287,5.2274,-869.3,-34.91,-34,14.06,15.469,m,1.84,-3.450811,3.503886,1.766979,0.00003845,-0.00000764,-0.00001259,2.348576389,0.344934434,-4.21E-06,-1.69E-07,,,,1,118578,GJ 1116,5.65E-05,,,,3344.743474,3344.743474,0.022423496,0.061136357
118579,,,,GJ 1116B,,,8.970901,19.764954,5.2274,-869.3,-34.91,0,14.92,16.329,m,1.93,-3.451925,3.505014,1.76771,0.00001548,0.00001567,-0.00000083,2.348576504,0.344963523,-4.21E-06,-1.69E-07,,,,2,118578,GJ 1116,2.56E-05,,,,3243.699497,3243.699497,0.016048834,0.048760546
67380,67593,,,,,,13.85077,23.776677,5.3259,2281.92,5369.43,0,13.31,14.678,,,-4.312826,-2.270248,2.147258,0.00007687,-0.00002612,0.00012688,3.626123219,0.414981293,1.11E-05,2.60E-05,,,,1,67380,,0.000117166,,,,10125.23719,0,0,0.07530095
56975,57146,,,,,,11.719981,-39.432645,5.3419,-182.96,60.92,0,9.64,11.002,,,-4.114851,0.302206,-3.393018,-0.00000065,0.0000048,0.00000122,3.068283812,-0.68822949,-0.000000887,2.95E-07,,,Cen,1,56975,,0.003460987,,9.808,8.448,10125.23719,0,0,0.198113594
57371,57544,,,Gl 445,,,11.794333,78.69116,5.3516,743.21,480.4,-112.2,10.8,12.158,M4,1.572,-1.047725,0.056332,5.246711,0.00003364,-0.00002112,-0.00011008,3.087749196,1.373419839,3.60E-06,0.000002329,,,Cam,1,57371,,0.001193438,,10.866,10.736,3688.32872,3688.32872,0.084751116,0.146150384
118406,,,,NN 3379,,,6.000991,2.707087,5.3677,228.25,-74.16,0,11.33,12.681,M4,1.68,-0.001391,5.361709,0.253516,-0.00000594,0.00000009,-0.00000193,1.571055735,0.047247589,1.11E-06,-3.60E-07,,,Ori,1,118406,,0.000737225,,,,3541.426071,3541.426071,0.072251755,0.127358691
